"publisherName","game","gameName"
"Capcom","http://dbpedia.org/resource/Mega_Man_X5","Mega Man X5"
"Capcom","http://dbpedia.org/resource/Mega_Man_X6","Mega Man X6"
"Capcom","http://dbpedia.org/resource/Mega_Man_X7","Mega Man X7"
"Capcom","http://dbpedia.org/resource/Mega_Man_X8","Mega Man X8"
"Capcom","http://dbpedia.org/resource/Mega_Man_X:_Command_Mission","Mega Man X: Command Mission"
"Capcom","http://dbpedia.org/resource/Mega_Man_Xtreme","Mega Man Xtreme"
"Capcom","http://dbpedia.org/resource/Mega_Man_Xtreme_2","Mega Man Xtreme 2"
"Capcom","http://dbpedia.org/resource/Mega_Man_ZX","Mega Man ZX"
"Capcom","http://dbpedia.org/resource/Mega_Man_ZX_Advent","Mega Man ZX Advent"
"Capcom","http://dbpedia.org/resource/Mega_Man_Zero_(video_game)","Mega Man Zero (video game)"
"Capcom","http://dbpedia.org/resource/Mega_Man_Zero_2","Mega Man Zero 2"
"Capcom","http://dbpedia.org/resource/Mega_Man_Zero_3","Mega Man Zero 3"
"Capcom","http://dbpedia.org/resource/Mega_Man_Zero_4","Mega Man Zero 4"
"Capcom","http://dbpedia.org/resource/Mega_Man_Zero_Collection","Mega Man Zero Collection"
"Capcom","http://dbpedia.org/resource/Mega_Man:_Battle_&_Chase","Mega Man: Battle & Chase"
"Capcom","http://dbpedia.org/resource/Mega_Man:_Dr._Wily's_Revenge","Mega Man: Dr. Wily's Revenge"
"Capcom","http://dbpedia.org/resource/Mega_Man:_The_Power_Battle","Mega Man: The Power Battle"
"Capcom","http://dbpedia.org/resource/Mega_Man:_The_Wily_Wars","Mega Man: The Wily Wars"
"Capcom","http://dbpedia.org/resource/Mercs","Mercs"
"Capcom","http://dbpedia.org/resource/Metal_Walker","Metal Walker"
"Capcom","http://dbpedia.org/resource/Mighty_Final_Fight","Mighty Final Fight"
"Capcom","http://dbpedia.org/resource/Monster_Hunter_(video_game)","Monster Hunter (video game)"
"Capcom","http://dbpedia.org/resource/Monster_Hunter_2","Monster Hunter 2"
"Capcom","http://dbpedia.org/resource/Monster_Hunter_4","Monster Hunter 4"
"Capcom","http://dbpedia.org/resource/Monster_Hunter_Diary","Monster Hunter Diary"
"Capcom","http://dbpedia.org/resource/Monster_Hunter_Dynamic_Hunting","Monster Hunter Dynamic Hunting"
"Capcom","http://dbpedia.org/resource/Monster_Hunter_Freedom","Monster Hunter Freedom"
"Capcom","http://dbpedia.org/resource/Monster_Hunter_Freedom_2","Monster Hunter Freedom 2"
"Capcom","http://dbpedia.org/resource/Monster_Hunter_Freedom_Unite","Monster Hunter Freedom Unite"
"Capcom","http://dbpedia.org/resource/Monster_Hunter_Frontier_Online","Monster Hunter Frontier Online"
"Capcom","http://dbpedia.org/resource/Monster_Hunter_Generations","Monster Hunter Generations"
"Capcom","http://dbpedia.org/resource/Monster_Hunter_Hunting_Card","Monster Hunter Hunting Card"
"Capcom","http://dbpedia.org/resource/Monster_Hunter_Portable_3rd","Monster Hunter Portable 3rd"
"Capcom","http://dbpedia.org/resource/Monster_Hunter_Rise","Monster Hunter Rise"
"Capcom","http://dbpedia.org/resource/Monster_Hunter_Stories_2:_Wings_of_Ruin","Monster Hunter Stories 2: Wings of Ruin"
"Capcom","http://dbpedia.org/resource/Monster_Hunter_Tri","Monster Hunter Tri"
"Capcom","http://dbpedia.org/resource/Monster_Hunter_World:_Iceborne","Monster Hunter World: Iceborne"
"Capcom","http://dbpedia.org/resource/Monster_Hunter:_Frontier_G","Monster Hunter: Frontier G"
"Capcom","http://dbpedia.org/resource/Monster_Hunter:_World","Monster Hunter: World"
"Capcom","http://dbpedia.org/resource/MotoGP_'07_(PS2)","MotoGP '07 (PS2)"
"Capcom","http://dbpedia.org/resource/MotoGP_'08","MotoGP '08"
"Capcom","http://dbpedia.org/resource/MotoGP_09/10","MotoGP 09/10"
"Capcom","http://dbpedia.org/resource/MotoGP_10/11","MotoGP 10/11"
"Capcom","http://dbpedia.org/resource/Nemo_(arcade_game)","Nemo (arcade game)"
"Capcom","http://dbpedia.org/resource/Neopets_Puzzle_Adventure","Neopets Puzzle Adventure"
"Capcom","http://dbpedia.org/resource/Night_Warriors:_Darkstalkers'_Revenge","Night Warriors: Darkstalkers' Revenge"
"Capcom","http://dbpedia.org/resource/One_Piece_Mansion","One Piece Mansion"
"Capcom","http://dbpedia.org/resource/Onimusha_2:_Samurai's_Destiny","Onimusha 2: Samurai's Destiny"
"Capcom","http://dbpedia.org/resource/Onimusha_3:_Demon_Siege","Onimusha 3: Demon Siege"
"Capcom","http://dbpedia.org/resource/Onimusha_Blade_Warriors","Onimusha Blade Warriors"
"Capcom","http://dbpedia.org/resource/Onimusha_Tactics","Onimusha Tactics"
"Capcom","http://dbpedia.org/resource/Onimusha:_Dawn_of_Dreams","Onimusha: Dawn of Dreams"
"Capcom","http://dbpedia.org/resource/Onimusha:_Warlords","Onimusha: Warlords"
"Capcom","http://dbpedia.org/resource/P.N.03","P.N.03"
"Capcom","http://dbpedia.org/resource/Phoenix_Wright:_Ace_Attorney","Phoenix Wright: Ace Attorney"
"Capcom","http://dbpedia.org/resource/Phoenix_Wright:_Ace_Attorney_–_Trials_and_Tribulations","Phoenix Wright: Ace Attorney – Trials and Tribulations"
"Capcom","http://dbpedia.org/resource/Phoenix_Wright:_Ace_Attorney_Trilogy","Phoenix Wright: Ace Attorney Trilogy"
"Capcom","http://dbpedia.org/resource/Phoenix_Wright:_Ace_Attorney_–_Dual_Destinies","Phoenix Wright: Ace Attorney – Dual Destinies"
"Capcom","http://dbpedia.org/resource/Phoenix_Wright:_Ace_Attorney_–_Justice_for_All","Phoenix Wright: Ace Attorney – Justice for All"
"Capcom","http://dbpedia.org/resource/Phoenix_Wright:_Ace_Attorney_–_Spirit_of_Justice","Phoenix Wright: Ace Attorney – Spirit of Justice"
"Capcom","http://dbpedia.org/resource/Pirate_Ship_Higemaru","Pirate Ship Higemaru"
"Capcom","http://dbpedia.org/resource/Plasma_Sword:_Nightmare_of_Bilstein","Plasma Sword: Nightmare of Bilstein"
"Capcom","http://dbpedia.org/resource/Power_Quest_(video_game)","Power Quest (video game)"
"Capcom","http://dbpedia.org/resource/Power_Stone_(video_game)","Power Stone (video game)"
"Capcom","http://dbpedia.org/resource/PrideGP_Grand_Prix_2003","PrideGP Grand Prix 2003"
"Capcom","http://dbpedia.org/resource/Progear","Progear"
"Capcom","http://dbpedia.org/resource/Project_Justice","Project Justice"
"Capcom","http://dbpedia.org/resource/Puzz_Loop","Puzz Loop"
"Capcom","http://dbpedia.org/resource/Puzzle_Fighter_(2017_video_game)","Puzzle Fighter (2017 video game)"
"Capcom","http://dbpedia.org/resource/Quiz_&_Dragons:_Capcom_Quiz_Game","Quiz & Dragons: Capcom Quiz Game"
"Capcom","http://dbpedia.org/resource/Quiz_Nanairo_Dreams","Quiz Nanairo Dreams"
"Capcom","http://dbpedia.org/resource/Red_Earth_(video_game)","Red Earth (video game)"
"Capcom","http://dbpedia.org/resource/Remember_Me_(video_game)","Remember Me (video game)"
"Capcom","http://dbpedia.org/resource/Resident_Evil_(2002_video_game)","Resident Evil (2002 video game)"
"Capcom","http://dbpedia.org/resource/Resident_Evil_2_(2019_video_game)","Resident Evil 2 (2019 video game)"
"Capcom","http://dbpedia.org/resource/Resident_Evil_3_(2020_video_game)","Resident Evil 3 (2020 video game)"
"Capcom","http://dbpedia.org/resource/Resident_Evil_4_(2023_video_game)","Resident Evil 4 (2023 video game)"
"Capcom","http://dbpedia.org/resource/Resident_Evil_5","Resident Evil 5"
"Capcom","http://dbpedia.org/resource/Resident_Evil_6","Resident Evil 6"
"Capcom","http://dbpedia.org/resource/Resident_Evil_7:_Biohazard","Resident Evil 7: Biohazard"
"Capcom","http://dbpedia.org/resource/Resident_Evil_Outbreak","Resident Evil Outbreak"
"Capcom","http://dbpedia.org/resource/Resident_Evil_Outbreak:_File_2","Resident Evil Outbreak: File 2"
"Capcom","http://dbpedia.org/resource/Resident_Evil_Survivor_2_–_Code:_Veronica","Resident Evil Survivor 2 – Code: Veronica"
"Capcom","http://dbpedia.org/resource/Resident_Evil_Village","Resident Evil Village"
"Capcom","http://dbpedia.org/resource/Resident_Evil_Zero","Resident Evil Zero"
"Capcom","http://dbpedia.org/resource/Resident_Evil:_Dead_Aim","Resident Evil: Dead Aim"
"Capcom","http://dbpedia.org/resource/Resident_Evil:_Operation_Raccoon_City","Resident Evil: Operation Raccoon City"
"Capcom","http://dbpedia.org/resource/Resident_Evil:_Resistance","Resident Evil: Resistance"
"Capcom","http://dbpedia.org/resource/Resident_Evil:_Revelations","Resident Evil: Revelations"
"Capcom","http://dbpedia.org/resource/Resident_Evil:_Revelations_2","Resident Evil: Revelations 2"
"Capcom","http://dbpedia.org/resource/Resident_Evil:_The_Darkside_Chronicles","Resident Evil: The Darkside Chronicles"
"Capcom","http://dbpedia.org/resource/Resident_Evil:_The_Umbrella_Chronicles","Resident Evil: The Umbrella Chronicles"
"Capcom","http://dbpedia.org/resource/Rival_Schools:_United_by_Fate","Rival Schools: United by Fate"
"Capcom","http://dbpedia.org/resource/Rocketmen:_Axis_of_Evil","Rocketmen: Axis of Evil"
"Capcom","http://dbpedia.org/resource/Rockman_Battle_&_Fighters","Rockman Battle & Fighters"
"Capcom","http://dbpedia.org/resource/Rockman_EXE_4.5_Real_Operation","Rockman EXE 4.5 Real Operation"
"Capcom","http://dbpedia.org/resource/Rockman_EXE_Battle_Chip_Stadium","Rockman EXE Battle Chip Stadium"
"Capcom","http://dbpedia.org/resource/Rockman_EXE_Legend_of_Network","Rockman EXE Legend of Network"
"Capcom","http://dbpedia.org/resource/Rockman_EXE_Phantom_of_Network","Rockman EXE Phantom of Network"
"Capcom","http://dbpedia.org/resource/Rockman_EXE_The_Medal_Operation","Rockman EXE The Medal Operation"
"Capcom","http://dbpedia.org/resource/Saturday_Night_Slam_Masters","Saturday Night Slam Masters"
"Capcom","http://dbpedia.org/resource/Section_Z","Section Z"
"Capcom","http://dbpedia.org/resource/Sengoku_Basara_4","Sengoku Basara 4"
"Capcom","http://dbpedia.org/resource/Sengoku_Basara:_Samurai_Heroes","Sengoku Basara: Samurai Heroes"
"Capcom","http://dbpedia.org/resource/Shadow_of_Rome","Shadow of Rome"
"Capcom","http://dbpedia.org/resource/Shantae_(video_game)","Shantae (video game)"
"Capcom","http://dbpedia.org/resource/Shinsekai:_Into_the_Depths","Shinsekai: Into the Depths"
"Capcom","http://dbpedia.org/resource/Snoopy's_Street_Fair","Snoopy's Street Fair"
"Capcom","http://dbpedia.org/resource/SonSon","SonSon"
"Capcom","http://dbpedia.org/resource/Spyborgs","Spyborgs"
"Capcom","http://dbpedia.org/resource/Star_Gladiator","Star Gladiator"
"Capcom","http://dbpedia.org/resource/Steel_Battalion","Steel Battalion"
"Capcom","http://dbpedia.org/resource/Steel_Battalion:_Heavy_Armor","Steel Battalion: Heavy Armor"
"Capcom","http://dbpedia.org/resource/Steel_Battalion:_Line_of_Contact","Steel Battalion: Line of Contact"
"Capcom","http://dbpedia.org/resource/Street_Fighter_2010:_The_Final_Fight","Street Fighter 2010: The Final Fight"
"Capcom","http://dbpedia.org/resource/Street_Fighter_30th_Anniversary_Collection","Street Fighter 30th Anniversary Collection"
"Capcom","http://dbpedia.org/resource/Street_Fighter_6","Street Fighter 6"
"Capcom","http://dbpedia.org/resource/Street_Fighter_Alpha_3","Street Fighter Alpha 3"
"Capcom","http://dbpedia.org/resource/Street_Fighter_Alpha_Anthology","Street Fighter Alpha Anthology"
"Capcom","http://dbpedia.org/resource/Street_Fighter_Anniversary_Collection","Street Fighter Anniversary Collection"
"Capcom","http://dbpedia.org/resource/Street_Fighter_EX","Street Fighter EX"
"Capcom","http://dbpedia.org/resource/Street_Fighter_EX2","Street Fighter EX2"
"Capcom","http://dbpedia.org/resource/Street_Fighter_EX3","Street Fighter EX3"
"Capcom","http://dbpedia.org/resource/Street_Fighter_II","Street Fighter II"
"Capcom","http://dbpedia.org/resource/Street_Fighter_II_Turbo","Street Fighter II Turbo"
"Capcom","http://dbpedia.org/resource/Street_Fighter_II:_Champion_Edition","Street Fighter II: Champion Edition"
"Capcom","http://dbpedia.org/resource/Street_Fighter_III","Street Fighter III"
"Capcom","http://dbpedia.org/resource/Street_Fighter_III:_2nd_Impact","Street Fighter III: 2nd Impact"
"Capcom","http://dbpedia.org/resource/Street_Fighter_III:_3rd_Strike","Street Fighter III: 3rd Strike"
"Capcom","http://dbpedia.org/resource/Street_Fighter_IV","Street Fighter IV"
"Capcom","http://dbpedia.org/resource/Street_Fighter_V","Street Fighter V"
"Capcom","http://dbpedia.org/resource/Street_Fighter_X_Mega_Man","Street Fighter X Mega Man"
"Capcom","http://dbpedia.org/resource/Street_Fighter_X_Tekken","Street Fighter X Tekken"
"Capcom","http://dbpedia.org/resource/Street_Fighter:_The_Movie_(arcade_game)","Street Fighter: The Movie (arcade game)"
"Capcom","http://dbpedia.org/resource/Strider_(1989_NES_video_game)","Strider (1989 NES video game)"
"Capcom","http://dbpedia.org/resource/Strider_(1989_arcade_game)","Strider (1989 arcade game)"
"Capcom","http://dbpedia.org/resource/Strider_(2014_video_game)","Strider (2014 video game)"
"Capcom","http://dbpedia.org/resource/Strider_2_(1999_video_game)","Strider 2 (1999 video game)"
"Capcom","http://dbpedia.org/resource/Super_Adventure_Rockman","Super Adventure Rockman"
"Capcom","http://dbpedia.org/resource/Super_Gem_Fighter_Mini_Mix","Super Gem Fighter Mini Mix"
"Capcom","http://dbpedia.org/resource/Super_Puzzle_Fighter_II_Turbo","Super Puzzle Fighter II Turbo"
"Capcom","http://dbpedia.org/resource/Super_Street_Fighter_II_Turbo","Super Street Fighter II Turbo"
"Capcom","http://dbpedia.org/resource/Super_Street_Fighter_II","Super Street Fighter II"
"Capcom","http://dbpedia.org/resource/Super_Street_Fighter_IV","Super Street Fighter IV"
"Capcom","http://dbpedia.org/resource/Super_Street_Fighter_II_Turbo_HD_Remix","Super Street Fighter II Turbo HD Remix"
"Capcom","http://dbpedia.org/resource/Super_Street_Fighter_IV:_3D_Edition","Super Street Fighter IV: 3D Edition"
"Capcom","http://dbpedia.org/resource/Super_Street_Fighter_IV:_Arcade_Edition","Super Street Fighter IV: Arcade Edition"
"Capcom","http://dbpedia.org/resource/Sweet_Home_(video_game)","Sweet Home (video game)"
"Capcom","http://dbpedia.org/resource/TaleSpin_(Capcom_video_game)","TaleSpin (Capcom video game)"
"Capcom","http://dbpedia.org/resource/Tatsunoko_vs._Capcom:_Ultimate_All-Stars","Tatsunoko vs. Capcom: Ultimate All-Stars"
"Capcom","http://dbpedia.org/resource/Tech_Romancer","Tech Romancer"
"Capcom","http://dbpedia.org/resource/Tenchi_wo_Kurau_II","Tenchi wo Kurau II"
"Capcom","http://dbpedia.org/resource/Tetris:_The_Grand_Master","Tetris: The Grand Master"
"Capcom","http://dbpedia.org/resource/The_California_Raisins:_The_Grape_Escape","The California Raisins: The Grape Escape"
"Capcom","http://dbpedia.org/resource/The_Disney_Afternoon_Collection","The Disney Afternoon Collection"
"Capcom","http://dbpedia.org/resource/The_Great_Ace_Attorney:_Adventures","The Great Ace Attorney: Adventures"
"Capcom","http://dbpedia.org/resource/The_Great_Ace_Attorney_2:_Resolve","The Great Ace Attorney 2: Resolve"
"Capcom","http://dbpedia.org/resource/The_King_of_Dragons","The King of Dragons"
"Capcom","http://dbpedia.org/resource/The_Little_Mermaid_(video_game)","The Little Mermaid (video game)"
"Capcom","http://dbpedia.org/resource/The_Punisher_(1993_video_game)","The Punisher (1993 video game)"
"Capcom","http://dbpedia.org/resource/Tiger_Road","Tiger Road"
"Capcom","http://dbpedia.org/resource/Toki_Tori","Toki Tori"
"Capcom","http://dbpedia.org/resource/Toy_Story_(video_game)","Toy Story (video game)"
"Capcom","http://dbpedia.org/resource/U.N._Squadron","U.N. Squadron"
"Capcom","http://dbpedia.org/resource/Ultimate_Ghosts_'n_Goblins","Ultimate Ghosts 'n Goblins"
"Capcom","http://dbpedia.org/resource/Ultimate_Marvel_vs._Capcom_3","Ultimate Marvel vs. Capcom 3"
"Capcom","http://dbpedia.org/resource/Ultra_Street_Fighter_II:_The_Final_Challengers","Ultra Street Fighter II: The Final Challengers"
"Capcom","http://dbpedia.org/resource/Umbrella_Corps","Umbrella Corps"
"Capcom","http://dbpedia.org/resource/Under_the_Skin_(video_game)","Under the Skin (video game)"
"Capcom","http://dbpedia.org/resource/Vampire:_Darkstalkers_Collection","Vampire: Darkstalkers Collection"
"Capcom","http://dbpedia.org/resource/Varth:_Operation_Thunderstorm","Varth: Operation Thunderstorm"
"Capcom","http://dbpedia.org/resource/Viewtiful_Joe_(video_game)","Viewtiful Joe (video game)"
"Capcom","http://dbpedia.org/resource/Viewtiful_Joe_2","Viewtiful Joe 2"
"Capcom","http://dbpedia.org/resource/Viewtiful_Joe:_Double_Trouble!","Viewtiful Joe: Double Trouble!"
"Capcom","http://dbpedia.org/resource/Viewtiful_Joe:_Red_Hot_Rumble","Viewtiful Joe: Red Hot Rumble"
"Capcom","http://dbpedia.org/resource/Warriors_of_Fate","Warriors of Fate"
"Capcom","http://dbpedia.org/resource/We_Love_Golf!","We Love Golf!"
"Capcom","http://dbpedia.org/resource/Who_Framed_Roger_Rabbit_(1991_video_game)","Who Framed Roger Rabbit (1991 video game)"
"Capcom","http://dbpedia.org/resource/Willow_(Capcom_arcade_game)","Willow (Capcom arcade game)"
"Capcom","http://dbpedia.org/resource/Willow_(video_game)","Willow (video game)"
"Capcom","http://dbpedia.org/resource/Wily_&_Right_no_RockBoard:_That's_Paradise","Wily & Right no RockBoard: That's Paradise"
"Capcom","http://dbpedia.org/resource/Without_Warning_(video_game)","Without Warning (video game)"
"Capcom","http://dbpedia.org/resource/Wolf_of_the_Battlefield:_Commando_3","Wolf of the Battlefield: Commando 3"
"Capcom","http://dbpedia.org/resource/World_Gone_Sour","World Gone Sour"
"Capcom","http://dbpedia.org/resource/X-Men_vs._Street_Fighter","X-Men vs. Street Fighter"
"Capcom","http://dbpedia.org/resource/X-Men:_Children_of_the_Atom_(video_game)","X-Men: Children of the Atom (video game)"
"Capcom","http://dbpedia.org/resource/X-Men:_Mutant_Apocalypse","X-Men: Mutant Apocalypse"
"Capcom","http://dbpedia.org/resource/X2_(video_game)","X2 (video game)"
"Capcom","http://dbpedia.org/resource/Yo!_Noid","Yo! Noid"
"Capcom","http://dbpedia.org/resource/Zack_&_Wiki:_Quest_for_Barbaros'_Treasure","Zack & Wiki: Quest for Barbaros' Treasure"
"Capcom","http://dbpedia.org/resource/Zombie_Cafe","Zombie Cafe"
"Capcom","http://dbpedia.org/resource/Ōkami","Ōkami"
"Capcom","http://dbpedia.org/resource/Ōkamiden","Ōkamiden"
"Riot Games","http://dbpedia.org/resource/League_of_Legends","League of Legends"
"Riot Games","http://dbpedia.org/resource/League_of_Legends:_Wild_Rift","League of Legends: Wild Rift"
"Riot Games","http://dbpedia.org/resource/Legends_of_Runeterra","Legends of Runeterra"
"Riot Games","http://dbpedia.org/resource/Rising_Thunder_(video_game)","Rising Thunder (video game)"
"Riot Games","http://dbpedia.org/resource/Teamfight_Tactics","Teamfight Tactics"
"Riot Games","http://dbpedia.org/resource/Valorant","Valorant"
"Valve Corporation","http://dbpedia.org/resource/Alien_Swarm","Alien Swarm"
"Valve Corporation","http://dbpedia.org/resource/Aperture_Desk_Job","Aperture Desk Job"
"Valve Corporation","http://dbpedia.org/resource/Aperture_Hand_Lab","Aperture Hand Lab"
"Valve Corporation","http://dbpedia.org/resource/Artifact_(video_game)","Artifact (video game)"
"Valve Corporation","http://dbpedia.org/resource/Counter-Strike:_Global_Offensive","Counter-Strike: Global Offensive"
"Valve Corporation","http://dbpedia.org/resource/Counter-Strike:_Source","Counter-Strike: Source"
"Valve Corporation","http://dbpedia.org/resource/Day_of_Defeat:_Source","Day of Defeat: Source"
"Valve Corporation","http://dbpedia.org/resource/Dota_2","Dota 2"
"Valve Corporation","http://dbpedia.org/resource/Dota_Underlords","Dota Underlords"
"Valve Corporation","http://dbpedia.org/resource/Garry's_Mod","Garry's Mod"
"Valve Corporation","http://dbpedia.org/resource/Half-Life_2","Half-Life 2"
"Valve Corporation","http://dbpedia.org/resource/Half-Life_2:_Deathmatch","Half-Life 2: Deathmatch"
"Valve Corporation","http://dbpedia.org/resource/Half-Life_2:_Episode_Two","Half-Life 2: Episode Two"
"Valve Corporation","http://dbpedia.org/resource/Half-Life_2:_Episode_One","Half-Life 2: Episode One"
"Valve Corporation","http://dbpedia.org/resource/Half-Life_2:_Episode_Three","Half-Life 2: Episode Three"
"Valve Corporation","http://dbpedia.org/resource/Half-Life_2:_Lost_Coast","Half-Life 2: Lost Coast"
"Valve Corporation","http://dbpedia.org/resource/Half-Life:_Alyx","Half-Life: Alyx"
"Valve Corporation","http://dbpedia.org/resource/Half-Life:_C.A.G.E.D.","Half-Life: C.A.G.E.D."
"Valve Corporation","http://dbpedia.org/resource/Left_4_Dead","Left 4 Dead"
"Valve Corporation","http://dbpedia.org/resource/Left_4_Dead_2","Left 4 Dead 2"
"Valve Corporation","http://dbpedia.org/resource/Madballs_in_Babo:_Invasion","Madballs in Babo: Invasion"
"Valve Corporation","http://dbpedia.org/resource/Portal_(video_game)","Portal (video game)"
"Valve Corporation","http://dbpedia.org/resource/Portal_2","Portal 2"
"Valve Corporation","http://dbpedia.org/resource/Team_Fortress_2","Team Fortress 2"
"Valve Corporation","http://dbpedia.org/resource/The_Graveyard_(video_game)","The Graveyard (video game)"
"Valve Corporation","http://dbpedia.org/resource/The_Lab_(video_game)","The Lab (video game)"
"Valve Corporation","http://dbpedia.org/resource/The_Orange_Box","The Orange Box"
"Valve Corporation","http://dbpedia.org/resource/TrackMania","TrackMania"
